sequence_id,score,timestamp
P08708,4.90527477843843,2025-07-06T23:06:18.870010
P08865,5.68697535633982,2025-07-06T23:06:18.870055
P09234,5.0689042022202315,2025-07-06T23:06:18.870100
P0C0S5,4.852030263919617,2025-07-06T23:06:18.870144
P11021,6.483107351457199,2025-07-06T23:06:18.870189
P12004,5.564520407322694,2025-07-06T23:06:18.870233
P12882,7.569927655242652,2025-07-06T23:06:18.870277
P13639,6.754604099487962,2025-07-06T23:06:18.870322
P15104,5.921578419643816,2025-07-06T23:06:18.870366
P18124,5.5134287461649825,2025-07-06T23:06:18.870411
P18621,5.214935757608986,2025-07-06T23:06:18.870455
P20226,5.82600010738045,2025-07-06T23:06:18.870499
P23526,6.068425588244111,2025-07-06T23:06:18.870543
P25705,6.315358001522335,2025-07-06T23:06:18.870588
P27635,5.365976015021851,2025-07-06T23:06:18.870634
P27797,6.0330862217988015,2025-07-06T23:06:18.870679
P30793,5.521460917862246,2025-07-06T23:06:18.870723
P31040,6.498282149476434,2025-07-06T23:06:18.870768
P36578,6.056784013228625,2025-07-06T23:06:18.870814
P36776,6.8658910748834385,2025-07-06T23:06:18.870860
P38606,6.424869023905388,2025-07-06T23:06:18.870905
P39023,5.998936561946683,2025-07-06T23:06:18.870950
P39748,5.940171252720432,2025-07-06T23:06:18.870995
P40429,5.313205979041787,2025-07-06T23:06:18.871040
P42766,4.812184355372417,2025-07-06T23:06:18.871084
P43897,5.783825182329737,2025-07-06T23:06:18.871129
P46776,4.997212273764115,2025-07-06T23:06:18.871174
P46777,5.6937321388027,2025-07-06T23:06:18.871218
P47755,5.655991810819852,2025-07-06T23:06:18.871262
P47756,5.605802066295998,2025-07-06T23:06:18.871307
P49915,6.541029999189903,2025-07-06T23:06:18.871351
P50579,6.169610732491456,2025-07-06T23:06:18.871395
P50991,6.289715570908998,2025-07-06T23:06:18.871439
P52298,5.049856007249537,2025-07-06T23:06:18.871484
P55884,6.70196036600254,2025-07-06T23:06:18.871528
P57081,6.021023349349527,2025-07-06T23:06:18.871572
P60174,5.517452896464707,2025-07-06T23:06:18.871616
P60228,6.09807428216624,2025-07-06T23:06:18.871661
P60866,4.77912349311153,2025-07-06T23:06:18.871714
P61009,5.19295685089021,2025-07-06T23:06:18.871761
P61158,6.035481432524756,2025-07-06T23:06:18.871808
P61247,5.575949103146316,2025-07-06T23:06:18.871854
P61313,5.318119993844216,2025-07-06T23:06:18.871901
P61960,4.442651256490317,2025-07-06T23:06:18.871948
P61970,4.844187086458591,2025-07-06T23:06:18.871993
P62081,5.267858159063328,2025-07-06T23:06:18.872039
P62249,4.983606621708336,2025-07-06T23:06:18.872084
P62263,5.017279836814924,2025-07-06T23:06:18.872130
P62266,4.962844630259907,2025-07-06T23:06:18.872176
P62269,5.0238805208462765,2025-07-06T23:06:18.872222
P62273,4.02535169073515,2025-07-06T23:06:18.872267
P62277,5.017279836814924,2025-07-06T23:06:18.872313
P62753,5.517452896464707,2025-07-06T23:06:18.872358
P62805,4.634728988229636,2025-07-06T23:06:18.872404
P62829,4.941642422609304,2025-07-06T23:06:18.872450
P62841,4.976733742420574,2025-07-06T23:06:18.872497
P62888,4.74493212836325,2025-07-06T23:06:18.872543
P62891,3.9318256327243257,2025-07-06T23:06:18.872588
P62906,5.37989735354046,2025-07-06T23:06:18.872634
P62910,4.90527477843843,2025-07-06T23:06:18.872680
P62913,5.181783550292085,2025-07-06T23:06:18.872725
P62917,5.54907608489522,2025-07-06T23:06:18.872770
P63220,4.418840607796598,2025-07-06T23:06:18.872816
P63244,5.75890177387728,2025-07-06T23:06:18.872861
P83731,5.056245805348308,2025-07-06T23:06:18.872906
P83881,4.663439094112067,2025-07-06T23:06:18.872951
P84243,4.912654885736052,2025-07-06T23:06:18.872997
P99999,4.653960350157523,2025-07-06T23:06:18.873042
Q03135,5.181783550292085,2025-07-06T23:06:18.873087
Q13126,5.645446897643238,2025-07-06T23:06:18.873132
Q13347,5.783825182329737,2025-07-06T23:06:18.873183
Q13503,4.969813299576001,2025-07-06T23:06:18.873228
Q13765,5.3706380281276624,2025-07-06T23:06:18.873274
Q14152,7.231287004327616,2025-07-06T23:06:18.873320
Q15528,5.298317366548036,2025-07-06T23:06:18.873365
Q2TAA5,6.198478716492308,2025-07-06T23:06:18.873410
Q2VPK5,6.244166900663736,2025-07-06T23:06:18.873456
Q32P41,6.2324480165505225,2025-07-06T23:06:18.873502
Q53GQ0,5.7430031878094825,2025-07-06T23:06:18.873547
Q7L2H7,5.924255797414532,2025-07-06T23:06:18.873593
Q86WA8,6.747586526829315,2025-07-06T23:06:18.873638
Q8IW45,5.849324779946859,2025-07-06T23:06:18.873688
Q8N4Q1,4.955827057601261,2025-07-06T23:06:18.873734
Q8N573,6.773080375655535,2025-07-06T23:06:18.873779
Q8NCW5,5.662960480135946,2025-07-06T23:06:18.873826
Q93074,7.685703061234547,2025-07-06T23:06:18.873872
Q969S9,6.658011045870748,2025-07-06T23:06:18.873918
Q96DW6,5.717027701406222,2025-07-06T23:06:18.873963
Q96FX2,4.406719247264253,2025-07-06T23:06:18.874009
Q96G25,5.5909869805108565,2025-07-06T23:06:18.874055
Q96GX9,5.488937726156687,2025-07-06T23:06:18.874102
Q96RP9,6.621405651764134,2025-07-06T23:06:18.874148
Q99613,6.816735880594968,2025-07-06T23:06:18.874193
Q99797,6.569481420414296,2025-07-06T23:06:18.874238
Q9BQC3,6.192362489474872,2025-07-06T23:06:18.874284
Q9BT78,6.0063531596017325,2025-07-06T23:06:18.874330
Q9BTT4,4.90527477843843,2025-07-06T23:06:18.874376
Q9BUE0,5.337538079701318,2025-07-06T23:06:18.874422
Q9BV20,5.910796644040527,2025-07-06T23:06:18.874468
Q9BV57,5.187385805840755,2025-07-06T23:06:18.874514
Q9BV79,5.921578419643816,2025-07-06T23:06:18.874560
Q9BY32,5.267858159063328,2025-07-06T23:06:18.874606
Q9BZG8,6.082218910376446,2025-07-06T23:06:18.874652
Q9GZZ9,6.0014148779611505,2025-07-06T23:06:18.874698
Q9H0R6,6.269096283706261,2025-07-06T23:06:18.874745
Q9H1Y0,5.616771097666572,2025-07-06T23:06:18.874791
Q9H944,5.356586274672012,2025-07-06T23:06:18.874838
Q9NPF4,5.814130531825066,2025-07-06T23:06:18.874884
Q9NPJ6,5.598421958998375,2025-07-06T23:06:18.874928
Q9NVC6,6.478509642208569,2025-07-06T23:06:18.874979
Q9NX18,5.111987788356544,2025-07-06T23:06:18.875026
Q9P086,4.762173934797756,2025-07-06T23:06:18.875072
Q9UBP6,5.62040086571715,2025-07-06T23:06:18.875118
Q9UBQ5,5.384495062789089,2025-07-06T23:06:18.875164
Q9UGY1,5.3612921657094255,2025-07-06T23:06:18.875210
Q9UHB4,6.391917113392602,2025-07-06T23:06:18.875256
Q9UHY7,5.564520407322694,2025-07-06T23:06:18.875302
Q9UJA5,6.208590026096629,2025-07-06T23:06:18.875348
Q9UNS2,6.0473721790462776,2025-07-06T23:06:18.875394
Q9Y262,6.335054251498059,2025-07-06T23:06:18.875439
Q9Y2V7,6.48768401848461,2025-07-06T23:06:18.875486
Q9Y2X3,6.270988431858299,2025-07-06T23:06:18.875532
Q9Y3C7,4.875197323201151,2025-07-06T23:06:18.875579
Q9Y3C8,5.117993812416755,2025-07-06T23:06:18.875625
Q9Y3D6,5.0238805208462765,2025-07-06T23:06:18.875673
Q9Y3D9,5.247024072160486,2025-07-06T23:06:18.875721
Q9Y3I0,6.22455842927536,2025-07-06T23:06:18.875767
Q9Y570,5.955837369464831,2025-07-06T23:06:18.875813
O75153,7.1770187659099,2025-07-06T23:06:18.875859
P03901,4.584967478670572,2025-07-06T23:06:18.875905
Q15181,5.666426688112432,2025-07-06T23:06:18.875950
Q7Z7A3,5.8522024797744745,2025-07-06T23:06:18.875996
Q86U38,6.455198563340122,2025-07-06T23:06:18.876041
Q9H3S5,6.0473721790462776,2025-07-06T23:06:18.876086
Q9UHW5,5.648974238161206,2025-07-06T23:06:18.876132
Q9Y3C1,5.181783550292085,2025-07-06T23:06:18.876178
P82664,5.303304908059076,2025-07-06T23:06:18.876223
P84351,3.1780538303479458,2025-07-06T23:06:18.876269
Q96EL2,5.117993812416755,2025-07-06T23:06:18.876314
Q9NRP4,4.8283137373023015,2025-07-06T23:06:18.876358
A2ABV5,7.285506548522785,2025-07-06T23:06:18.876402
A2AGH6,7.691656822810547,2025-07-06T23:06:18.876446
A2AI05,6.393590753950631,2025-07-06T23:06:18.876489
O08663,6.169610732491456,2025-07-06T23:06:18.876533
O70194,6.306275286948016,2025-07-06T23:06:18.876576
O70503,5.7430031878094825,2025-07-06T23:06:18.876619
O88543,6.0473721790462776,2025-07-06T23:06:18.876663
P00158,5.942799375126701,2025-07-06T23:06:18.876707
P00397,6.2422232654551655,2025-07-06T23:06:18.876750
P06745,6.324358962381311,2025-07-06T23:06:18.876794
P08030,5.19295685089021,2025-07-06T23:06:18.876837
P08228,5.0369526024136295,2025-07-06T23:06:18.876881
P09671,5.402677381872279,2025-07-06T23:06:18.876924
P0C0S6,4.852030263919617,2025-07-06T23:06:18.876967
P14115,4.997212273764115,2025-07-06T23:06:18.877011
P14131,4.983606621708336,2025-07-06T23:06:18.877054
P14148,5.598421958998375,2025-07-06T23:06:18.877098
P14206,5.68697535633982,2025-07-06T23:06:18.877148
P14211,6.030685260261263,2025-07-06T23:06:18.877193
P14869,5.75890177387728,2025-07-06T23:06:18.877238
P15105,5.921578419643816,2025-07-06T23:06:18.877284
P16460,6.021023349349527,2025-07-06T23:06:18.877330
P16858,5.808142489980444,2025-07-06T23:06:18.877377
P17751,5.517452896464707,2025-07-06T23:06:18.877423
P17918,5.564520407322694,2025-07-06T23:06:18.877469
P19253,5.313205979041787,2025-07-06T23:06:18.877514
P20029,6.484635235635252,2025-07-06T23:06:18.877563
P23116,7.203405521083095,2025-07-06T23:06:18.877608
P27659,5.998936561946683,2025-07-06T23:06:18.877653
P29037,5.755742213586912,2025-07-06T23:06:18.877698
P39749,5.934894195619588,2025-07-06T23:06:18.877743
P47754,5.655991810819852,2025-07-06T23:06:18.877788
P47757,5.6240175061873385,2025-07-06T23:06:18.877833
P47962,5.6937321388027,2025-07-06T23:06:18.877877
P49817,5.181783550292085,2025-07-06T23:06:18.877922
P50247,6.068425588244111,2025-07-06T23:06:18.877967
P50516,6.424869023905388,2025-07-06T23:06:18.878012
P53026,5.37989735354046,2025-07-06T23:06:18.878057
P56480,6.270988431858299,2025-07-06T23:06:18.878102
P58252,6.754604099487962,2025-07-06T23:06:18.878147
P60229,6.09807428216624,2025-07-06T23:06:18.878192
P60867,4.77912349311153,2025-07-06T23:06:18.878238
P61961,4.442651256490317,2025-07-06T23:06:18.878283
P62082,5.267858159063328,2025-07-06T23:06:18.878328
P62264,5.017279836814924,2025-07-06T23:06:18.878373
P62267,4.962844630259907,2025-07-06T23:06:18.878419
P62270,5.0238805208462765,2025-07-06T23:06:18.878464
P62301,5.017279836814924,2025-07-06T23:06:18.878507
P62702,5.572154032177765,2025-07-06T23:06:18.878550
P62754,5.517452896464707,2025-07-06T23:06:18.878594
P62806,4.634728988229636,2025-07-06T23:06:18.878638
P62830,4.941642422609304,2025-07-06T23:06:18.878681
P62843,4.976733742420574,2025-07-06T23:06:18.878725
P62889,4.74493212836325,2025-07-06T23:06:18.878768
P62908,5.493061443340548,2025-07-06T23:06:18.878812
P62911,4.90527477843843,2025-07-06T23:06:18.878855
P62918,5.54907608489522,2025-07-06T23:06:18.878899
P63276,4.90527477843843,2025-07-06T23:06:18.878944
P68040,5.75890177387728,2025-07-06T23:06:18.878988
P80315,6.289715570908998,2025-07-06T23:06:18.879031
P83882,4.663439094112067,2025-07-06T23:06:18.879074
P84244,4.912654885736052,2025-07-06T23:06:18.879118
P86546,4.553876891600541,2025-07-06T23:06:18.879161
P97351,5.575949103146316,2025-07-06T23:06:18.879205
Q03265,6.315358001522335,2025-07-06T23:06:18.879252
Q05915,5.484796933490655,2025-07-06T23:06:18.879300
Q3THK7,6.541029999189903,2025-07-06T23:06:18.879345
Q4KMM3,6.763884908562435,2025-07-06T23:06:18.879389
Q5NCQ5,6.082218910376446,2025-07-06T23:06:18.879435
Q5SX40,7.571473648851271,2025-07-06T23:06:18.879479
Q60817,5.3706380281276624,2025-07-06T23:06:18.879522
Q6DFW4,6.284134161070802,2025-07-06T23:06:18.879567
Q6ZWV3,5.365976015021851,2025-07-06T23:06:18.879610
Q6ZWV7,4.812184355372417,2025-07-06T23:06:18.879660
Q8BHJ9,6.371611847231857,2025-07-06T23:06:18.879705
Q8BP67,5.056245805348308,2025-07-06T23:06:18.879762
Q8C6I2,5.099866427824199,2025-07-06T23:06:18.879808
Q8CGK3,6.855408798609928,2025-07-06T23:06:18.879854
Q8JZQ9,6.688354713946762,2025-07-06T23:06:18.879899
Q8K0W9,4.406719247264253,2025-07-06T23:06:18.879944
Q8K2B3,6.498282149476434,2025-07-06T23:06:18.879989
Q8K4Z3,5.641907070938114,2025-07-06T23:06:18.880034
Q8QZY1,6.335054251498059,2025-07-06T23:06:18.880080
Q8R1B4,6.814542897259958,2025-07-06T23:06:18.880125
Q8VCD5,6.47543271670409,2025-07-06T23:06:18.880171
Q8VE47,5.998936561946683,2025-07-06T23:06:18.880214
Q8VEA4,4.9344739331306915,2025-07-06T23:06:18.880257
Q91WK2,5.863631175598097,2025-07-06T23:06:18.880300
Q91WN4,6.171700597410915,2025-07-06T23:06:18.880344
Q91YI1,6.246106765481563,2025-07-06T23:06:18.880387
Q921D4,5.5053315359323625,2025-07-06T23:06:18.880431
Q99J83,5.616771097666572,2025-07-06T23:06:18.880474
Q99JT9,5.187385805840755,2025-07-06T23:06:18.880517
Q99JY9,6.035481432524756,2025-07-06T23:06:18.880561
Q99LF4,6.22455842927536,2025-07-06T23:06:18.880604
Q99M04,5.921578419643816,2025-07-06T23:06:18.880648
Q9CPR4,5.214935757608986,2025-07-06T23:06:18.880691
Q9CQ39,4.969813299576001,2025-07-06T23:06:18.880734
Q9CQ43,5.087596335232384,2025-07-06T23:06:18.880778
Q9CQ49,5.049856007249537,2025-07-06T23:06:18.880821
Q9CQ92,5.0238805208462765,2025-07-06T23:06:18.880864
Q9CQR2,4.418840607796598,2025-07-06T23:06:18.880908
Q9CQY1,4.948759890378168,2025-07-06T23:06:18.880951
Q9CXW4,5.181783550292085,2025-07-06T23:06:18.881001
Q9CZ42,5.8377304471659395,2025-07-06T23:06:18.881046
Q9CZM2,5.318119993844216,2025-07-06T23:06:18.881091
Q9D0L8,6.142037405587356,2025-07-06T23:06:18.881136
Q9D7W5,5.5909869805108565,2025-07-06T23:06:18.881181
Q9D892,5.288267030694535,2025-07-06T23:06:18.881226
Q9D8E6,6.037870919922137,2025-07-06T23:06:18.881271
Q9DBN5,6.747586526829315,2025-07-06T23:06:18.881316
Q9DBZ5,5.384495062789089,2025-07-06T23:06:18.881362
Q9DCS3,5.921578419643816,2025-07-06T23:06:18.881407
Q9EQ61,6.369900982828227,2025-07-06T23:06:18.881450
Q9QZD9,5.783825182329737,2025-07-06T23:06:18.881494
Q9R0X0,5.356586274672012,2025-07-06T23:06:18.881537
Q9WVQ5,5.484796933490655,2025-07-06T23:06:18.881580
Q9Z120,5.5909869805108565,2025-07-06T23:06:18.881624
Q9Z1D1,5.768320995793772,2025-07-06T23:06:18.881667
O88544,6.0063531596017325,2025-07-06T23:06:18.881710
P00405,5.424950017481403,2025-07-06T23:06:18.881754
P03888,5.762051382780177,2025-07-06T23:06:18.881797
P03893,5.84354441703136,2025-07-06T23:06:18.881840
P03899,4.74493212836325,2025-07-06T23:06:18.881884
P03911,6.129050210060545,2025-07-06T23:06:18.881927
P03921,6.408528791059498,2025-07-06T23:06:18.881970
P03925,5.147494476813453,2025-07-06T23:06:18.882014
P61971,4.844187086458591,2025-07-06T23:06:18.882057
P62274,4.02535169073515,2025-07-06T23:06:18.882100
P62892,3.9318256327243257,2025-07-06T23:06:18.882144
Q62241,5.0689042022202315,2025-07-06T23:06:18.882187
Q8BG17,5.37989735354046,2025-07-06T23:06:18.882231
Q8BGB7,5.54907608489522,2025-07-06T23:06:18.882275
Q8BVQ5,5.955837369464831,2025-07-06T23:06:18.882319
Q8BWU5,5.814130531825066,2025-07-06T23:06:18.882363
Q99JX4,5.924255797414532,2025-07-06T23:06:18.882406
Q99LN9,5.71042701737487,2025-07-06T23:06:18.882450
Q9CQA5,5.598421958998375,2025-07-06T23:06:18.882494
Q9CR25,6.192362489474872,2025-07-06T23:06:18.882539
Q9CXU0,4.90527477843843,2025-07-06T23:06:18.882583
Q9CXU1,4.875197323201151,2025-07-06T23:06:18.882626
Q9CZB6,5.4510384535657,2025-07-06T23:06:18.882671
Q9D0C4,6.2166061010848646,2025-07-06T23:06:18.882714
Q9D8C6,4.762173934797756,2025-07-06T23:06:18.882757
Q9EP82,6.023447592961033,2025-07-06T23:06:18.882808
Q9Z223,5.241747015059643,2025-07-06T23:06:18.882855
A6H611,6.566672429803241,2025-07-06T23:06:18.882899
P00416,5.564520407322694,2025-07-06T23:06:18.882943
P00848,5.420534999272286,2025-07-06T23:06:18.882987
P03903,4.584967478670572,2025-07-06T23:06:18.883031
P03930,4.204692619390966,2025-07-06T23:06:18.883075
Q3TZM9,6.198478716492308,2025-07-06T23:06:18.883118
Q3U308,6.2422232654551655,2025-07-06T23:06:18.883162
Q5SW19,7.181591944611865,2025-07-06T23:06:18.883206
Q62276,5.298317366548036,2025-07-06T23:06:18.883251
Q6ZWQ7,5.19295685089021,2025-07-06T23:06:18.883296
Q8BMC4,6.455198563340122,2025-07-06T23:06:18.883340
Q8C2R7,6.0473721790462776,2025-07-06T23:06:18.883384
Q8CE96,6.208590026096629,2025-07-06T23:06:18.883428
Q8K0D5,6.621405651764134,2025-07-06T23:06:18.883472
Q8R2Q4,6.658011045870748,2025-07-06T23:06:18.883516
Q8R3I3,6.48768401848461,2025-07-06T23:06:18.883560
Q8VE22,5.176149732573829,2025-07-06T23:06:18.883603
Q91XD8,5.786897381366708,2025-07-06T23:06:18.883647
Q99J10,6.040254711277414,2025-07-06T23:06:18.883691
Q99JT1,6.322565239927284,2025-07-06T23:06:18.883734
Q9CPT5,5.181783550292085,2025-07-06T23:06:18.883784
Q9CQ65,5.645446897643238,2025-07-06T23:06:18.883830
Q9CQT1,5.910796644040527,2025-07-06T23:06:18.883873
Q9CRT8,6.870053411798126,2025-07-06T23:06:18.883917
Q9CZ82,5.337538079701318,2025-07-06T23:06:18.883961
Q9CZN8,6.263398262591624,2025-07-06T23:06:18.884004
Q9D3W4,5.648974238161206,2025-07-06T23:06:18.884048
Q9D819,5.666426688112432,2025-07-06T23:06:18.884092
Q80ZK0,5.075173815233827,2025-07-06T23:06:18.884136
Q8BQU3,4.8283137373023015,2025-07-06T23:06:18.884179
Q9CQV5,5.117993812416755,2025-07-06T23:06:18.884223
Q9CR09,5.117993812416755,2025-07-06T23:06:18.884273
Q9CZR8,5.780743515792329,2025-07-06T23:06:18.884318
C0LU16,4.9344739331306915,2025-07-06T23:06:18.884363
F4J2K2,6.437751649736401,2025-07-06T23:06:18.884409
F4K2A1,6.3473892096560105,2025-07-06T23:06:18.884455
O23654,6.434546518787453,2025-07-06T23:06:18.884498
O49519,4.31748811353631,2025-07-06T23:06:18.884542
O64948,6.78897174299217,2025-07-06T23:06:18.884588
P59169,4.912654885736052,2025-07-06T23:06:18.884632
P59259,4.634728988229636,2025-07-06T23:06:18.884675
Q2V4E2,4.454347296253507,2025-07-06T23:06:18.884718
Q3ECH9,4.61512051684126,2025-07-06T23:06:18.884761
Q3ECJ5,4.382026634673881,2025-07-06T23:06:18.884805
Q6IWA9,4.820281565605037,2025-07-06T23:06:18.884848
Q6NPS8,6.434546518787453,2025-07-06T23:06:18.884898
Q84W98,4.59511985013459,2025-07-06T23:06:18.885045
Q8L5U0,5.983936280687191,2025-07-06T23:06:18.885095
Q8L7Z3,5.605802066295998,2025-07-06T23:06:18.885192
Q8LCU7,5.926926025970411,2025-07-06T23:06:18.885240
Q8W035,6.198478716492308,2025-07-06T23:06:18.885286
Q8W575,6.061456918928017,2025-07-06T23:06:18.885331
Q941C5,4.718498871295094,2025-07-06T23:06:18.885377
Q94AF2,5.8998973535824915,2025-07-06T23:06:18.885423
Q9ASR1,6.736966958001855,2025-07-06T23:06:18.885469
Q9C5Z2,5.820082930352362,2025-07-06T23:06:18.885515
Q9C5Z3,6.089044875446846,2025-07-06T23:06:18.885561
Q9FFI2,5.820082930352362,2025-07-06T23:06:18.885607
Q9FME2,6.131226489483141,2025-07-06T23:06:18.885653
Q9LHE9,7.061334366910438,2025-07-06T23:06:18.885698
Q9LXU0,4.382026634673881,2025-07-06T23:06:18.885742
Q9LYK7,6.380122536899765,2025-07-06T23:06:18.885785
Q9SJZ6,5.389071729816501,2025-07-06T23:06:18.885827
Q9SR02,7.440146680662688,2025-07-06T23:06:18.885869
Q9STG6,5.111987788356544,2025-07-06T23:06:18.885911
Q9XEE9,6.137727054086234,2025-07-06T23:06:18.885953
Q9XFD1,5.54907608489522,2025-07-06T23:06:18.885995
Q9ZWT1,5.924255797414532,2025-07-06T23:06:18.886037
O04547,4.770684624465665,2025-07-06T23:06:18.886079
O05000,6.212606095751519,2025-07-06T23:06:18.886121
O49160,6.802394763324311,2025-07-06T23:06:18.886163
O65251,5.948034989180646,2025-07-06T23:06:18.886206
P29388,6.505784060128229,2025-07-06T23:06:18.886248
P42792,5.973809611869261,2025-07-06T23:06:18.886290
P56820,6.3818160174060985,2025-07-06T23:06:18.886333
P92533,4.77912349311153,2025-07-06T23:06:18.886375
P92549,6.2285110035911835,2025-07-06T23:06:18.886419
P93285,5.560681631015528,2025-07-06T23:06:18.886692
P93313,6.20455776256869,2025-07-06T23:06:18.886742
Q04614,4.605170185988092,2025-07-06T23:06:18.886787
Q3E9I4,4.634728988229636,2025-07-06T23:06:18.886830
Q3ECU1,4.59511985013459,2025-07-06T23:06:18.886874
Q4PSX1,4.672828834461906,2025-07-06T23:06:18.886917
Q4V3C1,6.261491684321042,2025-07-06T23:06:18.886961
Q500W7,6.1092475827643655,2025-07-06T23:06:18.887004
Q6IWB2,4.477336814478207,2025-07-06T23:06:18.887047
Q6NMF0,4.672828834461906,2025-07-06T23:06:18.887089
Q7PC79,6.895682697747868,2025-07-06T23:06:18.887137
Q8L968,5.327876168789581,2025-07-06T23:06:18.887188
Q8L9H6,4.59511985013459,2025-07-06T23:06:18.887234
Q8LFL4,4.394449154672439,2025-07-06T23:06:18.887277
Q8S8M2,4.634728988229636,2025-07-06T23:06:18.887320
Q8VYB1,5.278114659230517,2025-07-06T23:06:18.887362
Q8W261,4.30406509320417,2025-07-06T23:06:18.887405
Q9FZE4,4.787491742782046,2025-07-06T23:06:18.887448
Q9LD55,6.894670039433482,2025-07-06T23:06:18.887490
Q9LV97,4.663439094112067,2025-07-06T23:06:18.887533
Q9SAF1,6.056784013228625,2025-07-06T23:06:18.887575
Q9SFV7,6.144185634125646,2025-07-06T23:06:18.887617
Q9ZUG4,5.924255797414532,2025-07-06T23:06:18.887660
F4IXJ7,5.697093486505405,2025-07-06T23:06:18.887702
F4K460,6.481577129276431,2025-07-06T23:06:18.887745
O22827,5.288267030694535,2025-07-06T23:06:18.887793
O23034,6.066108090103747,2025-07-06T23:06:18.887848
O64862,5.872117789475416,2025-07-06T23:06:18.887892
O65628,6.126869184114185,2025-07-06T23:06:18.887936
P29380,4.718498871295094,2025-07-06T23:06:18.887989
P42797,5.484796933490655,2025-07-06T23:06:18.888037
P60112,4.442651256490317,2025-07-06T23:06:18.888080
P60497,5.3230099791384085,2025-07-06T23:06:18.888122
P60620,6.267200548541362,2025-07-06T23:06:18.888165
P92514,5.579729825986222,2025-07-06T23:06:18.888207
P92558,5.783825182329737,2025-07-06T23:06:18.888249
Q29PU4,4.770684624465665,2025-07-06T23:06:18.888296
Q38884,5.793013608384144,2025-07-06T23:06:18.888340
Q3ECD6,4.30406509320417,2025-07-06T23:06:18.888398
Q3EDH8,4.418840607796598,2025-07-06T23:06:18.888445
Q3EDI6,4.418840607796598,2025-07-06T23:06:18.888497
Q56XE4,5.332718793265369,2025-07-06T23:06:18.888542
Q6ID77,4.74493212836325,2025-07-06T23:06:18.888587
Q6IWB1,4.564348191467836,2025-07-06T23:06:18.888640
Q6NMI3,6.522092798170152,2025-07-06T23:06:18.888695
Q8GXB7,5.5254529391317835,2025-07-06T23:06:18.888740
Q8S8N0,4.382026634673881,2025-07-06T23:06:18.888782
Q8S8N1,4.454347296253507,2025-07-06T23:06:18.888824
Q8S8N2,4.394449154672439,2025-07-06T23:06:18.888866
Q8S8N3,4.394449154672439,2025-07-06T23:06:18.888908
Q94JW0,5.749392985908253,2025-07-06T23:06:18.888950
Q95749,6.320768294250582,2025-07-06T23:06:18.888992
Q9C5Z1,6.568077911411976,2025-07-06T23:06:18.889034
Q9FI44,5.236441962829949,2025-07-06T23:06:18.889077
Q9LUA1,4.51085950651685,2025-07-06T23:06:18.889119
Q9LV21,6.284134161070802,2025-07-06T23:06:18.889162
Q9LZ00,6.054439346269371,2025-07-06T23:06:18.889204
Q9SZA3,5.420534999272286,2025-07-06T23:06:18.889246
Q5XF75,5.978885764901122,2025-07-06T23:06:18.889288
Q8LDN4,4.330733340286331,2025-07-06T23:06:18.889330
Q9CA23,4.532599493153256,2025-07-06T23:06:18.889372
Q9SXC8,5.159055299214529,2025-07-06T23:06:18.889414
B0BNM1,5.641907070938114,2025-07-06T23:06:18.889456
